ID,gender,age,naver_gender,naver_acc,naver_age_min,age_max,acc,gender_diff,age_diff
001152,male,60,male,0.999818,82,86,0.61336,true,true
001153,female,25,female,0.995108,22,26,0.396231,true,true
001154,female,23,female,0.864285,24,28,1,true,true
001155,male,28,male,0.999775,26,30,0.680931,true,true
001156,female,58,male,0.994252,75,79,0.180271,false,false
001157,female,24,female,0.999162,21,25,1,true,true
001158,female,56,male,0.985863,23,27,0.880691,false,false
001159,male,24,male,0.765743,25,29,0.947221,true,true
001161,male,40,male,0.999992,43,47,0.194643,true,true
001162,male,23,male,0.999407,17,21,1,true,true
001163,male,23,male,0.999938,22,26,0.80781,true,true
001164,female,20,female,0.993356,14,18,0.810504,true,true
001165,female,44,female,0.996748,50,54,0.345885,true,true
001167,male,23,male,1,20,24,0.476373,true,true
001168,male,28,male,1,26,30,0.464212,true,true
001169,female,55,female,0.979865,56,60,0.455116,true,true
001170,female,55,female,0.997103,63,67,0.202918,true,false
001171,male,20,male,0.999994,23,27,0.604247,true,true
001172,female,60,female,0.987702,72,76,0.39468,true,true
001173,male,30,male,0.999767,26,30,0.675973,true,true
001174,male,25,male,0.999981,23,27,0.669248,true,true
001175,male,60,male,1,59,63,0.452652,true,true
001176,male,18,child,0.824567,12,16,0.598196,false,true
001177,female,20,female,0.998208,22,26,0.568074,true,true
001178,female,24,female,0.999833,23,27,0.663577,true,true
001179-1,female,24,female,0.988065,18,22,0.578095,true,true
001179,male,54,male,0.999949,77,81,0.216993,true,false
001180,female,48,female,0.999176,27,31,0.28092,true,true
001181,male,22,male,0.999992,19,23,0.147391,true,true
001182-1,male,19,male,0.99998,20,24,0.254864,true,true
001182,female,18,female,0.990447,10,14,0.778412,true,true
001183-1,male,25,male,0.999767,16,20,0.520648,true,true
001183,female,52,male,0.999425,84,88,0.609051,false,false
001184,female,50,female,0.876229,62,66,0.690398,true,false
001186-1,male,24,male,0.999999,15,19,1,true,true
001186,female,50,male,0.9482,64,68,0.434867,false,false
001187-1,male,25,male,0.999988,24,28,0.549029,true,true
001187,female,50,male,0.990721,77,81,0.514831,false,false
001188,male,60,male,0.999997,68,72,0.475516,true,true
001190,male,24,male,1,30,34,0.539173,true,false
001191,male,25,male,0.992686,16,20,1,true,true
001192,male,23,male,0.999947,28,32,0.78467,true,true
001193,male,21,male,0.999998,18,22,0.418845,true,true
001194,male,25,male,0.999886,14,18,0.836955,true,true
001195,female,22,female,0.999554,19,23,0.597052,true,true
001197,male,25,male,0.999939,23,27,1,true,true
001198,male,26,male,0.999892,19,23,0.155839,true,true
001200,male,24,male,0.869745,22,26,0.413316,true,true
001201,male,26,male,0.999991,29,33,0.414131,true,true
001210,male,25,male,0.999924,28,32,1,true,true
001214,male,25,male,0.999719,25,29,0.897506,true,true
001215,male,19,male,0.999997,27,31,0.797564,true,true
001217,female,25,female,0.932146,22,26,0.753359,true,true
001218,female,18,female,0.994752,17,21,0.37953,true,true
001221,male,19,male,0.99754,26,30,0.940629,true,true
001223,female,21,female,0.999892,21,25,0.887311,true,true
001224,female,24,female,0.999354,31,35,0.269691,true,false
001225,male,23,male,0.999688,26,30,0.474549,true,true
001226,male,23,male,0.999947,25,29,1,true,true
001227,male,24,male,0.968886,31,35,0.378185,true,false
001228,male,22,male,0.999938,21,25,0.0406939,true,true
001230,male,24,male,0.999994,21,25,0.449708,true,true
001231,male,26,male,0.999974,26,30,1,true,true
001233,male,25,male,0.999688,18,22,1,true,true
001235,male,20,male,0.999509,25,29,1,true,true
001238,female,24,male,0.777605,19,23,0.227671,false,true
001239,male,25,male,0.999999,30,34,0.539436,true,false
001240,female,24,female,0.999804,28,32,0.987205,true,true
001244,male,23,male,0.992402,13,17,0.83983,true,true
001245,female,23,female,0.99928,17,21,1,true,true
001246,male,22,male,0.999963,17,21,1,true,true
001248,female,26,female,0.999511,22,26,0.108916,true,true
001249,female,24,female,0.995857,18,22,0.820977,true,true
001250,male,23,male,0.999989,16,20,0.891966,true,true
001251,male,19,female,0.953169,11,15,0.657923,false,true
001252,male,22,child,0.64465,13,17,0.657771,false,true
001253,male,24,male,0.901254,21,25,0.653267,true,true
001254,female,24,female,0.989532,19,23,0.299097,true,true
001256,female,24,female,0.99443,16,20,0.787794,true,true
001257,male,25,male,0.999813,25,29,0.975573,true,true
001258,female,21,female,0.999704,18,22,1,true,true
001259,male,24,male,0.999997,32,36,1,true,false
001263,male,33,male,0.999978,24,28,0.33317,true,false
001266,female,24,male,0.994902,12,16,0.431492,false,true
001267,female,24,female,0.985995,20,24,1,true,true
001269,female,23,female,0.989676,16,20,1,true,true
001270,male,21,male,0.999969,21,25,1,true,true
001274,female,23,female,0.999452,24,28,0.466606,true,true
001275,female,24,child,0.522358,22,26,0.91454,false,true
001276,female,25,female,0.999437,19,23,0.623018,true,true
001277,male,24,male,0.999992,21,25,0.467488,true,true
001280,female,27,female,0.988206,20,24,0.0388506,true,true
001281,female,23,female,0.994159,18,22,0.855267,true,true
001282,female,18,female,0.998894,15,19,0.921689,true,true
001284,male,25,male,0.999998,33,37,0.603847,true,false
001286,female,23,female,0.99977,13,17,0.597202,true,true
001287,male,26,male,1,20,24,0.849041,true,true
001288,female,23,female,0.999458,15,19,0.730436,true,true
001289,female,23,female,0.99971,19,23,1,true,true
001292,female,24,male,0.974219,14,18,0.86551,false,true
001293,female,24,female,0.999288,13,17,0.72582,true,true
001294,male,22,male,0.999938,18,22,1,true,true
001295,female,21,female,0.937208,11,15,0.744109,true,true
001297,female,21,female,0.738749,16,20,0.928878,true,true
001298,female,26,female,0.999225,21,25,0.384355,true,true
001299,female,25,female,0.989161,12,16,0.522262,true,true
001301,female,21,male,0.99542,13,17,0.475055,false,true
001302,female,20,female,0.999356,28,32,0.846695,true,true
001303,female,21,female,0.99907,20,24,0.73973,true,true
001304,male,26,male,0.999876,14,18,1,true,true
001306,male,20,male,0.998553,10,14,1,true,true
001308,male,26,male,0.999981,16,20,0.603662,true,true
001309,male,23,male,0.999997,21,25,0.909315,true,true
001310,female,25,female,0.85629,13,17,0.3753,true,true
001311,female,34,female,0.999867,51,55,0.302455,true,true
001312,male,25,male,1,20,24,0.297808,true,true
001313,female,45,female,0.999728,51,55,0.636661,true,true
001315,female,24,female,0.999673,14,18,1,true,true
001317,female,25,female,0.999351,18,22,0.111419,true,true
001320,male,26,male,1,19,23,0.42164,true,true
001321,female,27,female,0.998984,25,29,0.531437,true,true
001323,male,24,male,0.999759,27,31,0.465623,true,true
001325,female,23,female,0.999966,28,32,1,true,true
001326,male,25,male,0.999959,20,24,0.292592,true,true
001328,male,55,male,0.99998,66,70,0.406745,true,false
001330,female,28,female,0.997629,23,27,0.520021,true,true
001331,female,23,female,0.999745,15,19,0.847565,true,true
001332,male,25,male,0.999988,23,27,0.596935,true,true
001334,female,24,female,0.999624,16,20,1,true,true
001335,male,30,male,1,26,30,0.447254,true,true
001336,male,26,male,0.999936,28,32,0.409039,true,true
001337,female,25,female,0.999296,14,18,1,true,true
001338,female,54,female,0.99795,78,82,0.218329,true,false
001339,female,26,female,0.999562,19,23,0.674585,true,true
001340,male,23,male,0.999984,18,22,1,true,true
001341,male,58,male,0.999998,67,71,0.186008,true,false
001347,female,22,female,0.999681,16,20,0.889855,true,true
001348,female,22,female,0.997856,20,24,1,true,true
001351,male,24,male,0.999922,23,27,0.337736,true,true
001352,female,18,female,0.995089,14,18,0.866054,true,true
001354,male,27,male,0.999554,24,28,0.647897,true,true
001355,female,22,female,0.660548,23,27,0.438776,true,true
001356,male,23,male,0.999993,23,27,0.497045,true,true
001357,female,25,female,0.999367,16,20,1,true,true
001358,female,29,female,0.872699,29,33,0.344325,true,true
001359-1,female,24,female,0.999655,23,27,0.691537,true,true
001359,male,26,male,0.999997,26,30,0.587487,true,true
001360,male,26,male,0.988917,15,19,0.82148,true,true
001362,female,28,female,0.935118,11,15,0.539496,true,true
001363,female,60,male,0.990357,90,94,0.444448,false,true
001364,male,28,male,0.999913,19,23,0.943247,true,true
001366,male,24,male,0.999991,18,22,0.817978,true,true
001367,male,21,male,0.999982,16,20,0.856918,true,true
001368,female,22,female,0.960042,10,14,0.507186,true,true
001373,male,23,male,0.997806,22,26,0.45142,true,true
001376,female,58,male,0.997541,74,78,0.0958365,false,false
001378,female,55,male,0.711526,68,72,0.420807,false,false
001381,male,23,male,0.999748,32,36,0.304362,true,false
001382,female,60,female,0.756445,76,80,0.21402,true,true
001384,female,22,female,0.999096,11,15,0.675214,true,true
001386,female,20,female,0.893351,15,19,1,true,true
001387,female,21,female,0.998575,14,18,1,true,true
001388,male,21,male,0.99101,15,19,0.682428,true,true
001389,male,21,,,,,,false,false
001390,male,56,male,1,73,77,0.99141,true,false
001393,male,24,male,0.997509,23,27,0.505264,true,true
001394,male,25,male,0.999995,30,34,0.639002,true,false
001395,male,59,male,0.999525,58,62,1,true,true
001396,male,45,male,0.999996,60,64,0.95856,true,false
001401,male,48,male,1,56,60,0.379527,true,true
001403,male,18 ,,,,,,false,false
001405,male,55,male,0.999999,68,72,0.33437,true,false
001406,male,57,male,1,53,57,0.501125,true,true
001407,male,43,male,1,51,55,0.69116,true,true
001409,male,41,male,1,55,59,0.265661,true,true
001411,male,26,male,0.999993,20,24,1,true,true
001412,male,50,male,1,69,73,0.502892,true,false
001413,male,57,male,0.999995,57,61,0.508084,true,true
001417,male,58,male,0.999989,67,71,0.176293,true,false
001418,male,59,male,0.999993,69,73,0.529169,true,false
001419,male,59,male,0.999992,87,91,0.326901,true,false
001420,male,49,male,0.999978,60,64,1,true,false
001422,male,58,male,0.999997,66,70,0.409274,true,false
001423,male,53,male,1,64,68,0.575581,true,false
001424,male,55,male,0.999357,79,83,0.724663,true,false
001430,male,52,male,0.999999,45,49,0.554161,true,true
001432,male,53,male,1,54,58,0.361149,true,true
001433,male,52,male,1,55,59,0.467414,true,true
001436,male,57,male,0.999996,64,68,0.709769,true,false
001439,male,58,male,0.999995,71,75,0.287162,true,false
001441,female,54,male,0.999886,76,80,0.351638,false,false
001442,female,43,male,0.87435,56,60,0.227571,false,true
001443,female,45,female,0.997495,52,56,0.637582,true,true
001444,male,60,male,0.999989,74,78,0.162973,true,true
001445,male,57,male,0.999996,66,70,0.223347,true,false
001449,female,51,female,0.998717,74,78,0.167579,true,false
001450,female,50,male,0.64429,63,67,0.135496,false,false
001451,female,52,male,0.999924,59,63,0.38531,false,true
001452,male,56,male,0.999931,57,61,0.371777,true,true
001453,male,56,male,0.999997,67,71,0.897763,true,false
001454,female,49,female,0.991327,62,66,0.367797,true,false
001455,female,60,male,0.999983,88,92,0.792702,false,true
001456,male,57,male,0.999998,78,82,0.35481,true,false
001457,male,59,male,1,63,67,0.587774,true,false
001458,female,58,female,0.994468,75,79,0.198517,true,false
001459,female,60,male,0.999978,87,91,0.401595,false,true
001460,female,58,male,0.997386,87,91,0.416815,false,false
001461,female,50,male,0.996339,74,78,0.248996,false,false
001462,male,56,male,0.999997,74,78,0.230785,true,false
001464-1,female,56,male,0.999738,82,86,0.322304,false,false
001464,male,60,male,0.999967,79,83,0.541032,true,true
001467,female,53,female,0.990146,65,69,0.505394,true,false
001468,female,60,male,0.949276,89,93,0.54537,false,true
001470,male,59,male,0.999997,68,72,0.341785,true,false
001471,female,60,male,0.999361,90,94,0.839554,false,true
001472,female,60,male,0.999602,89,93,0.860597,false,true
001473,female,51,male,0.999996,63,67,0.26092,false,false
001475,female,60,female,0.582809,89,93,0.795225,true,true
001476,male,58,male,0.99933,84,88,0.41287,true,false
001477,male,57,male,0.999985,88,92,0.654712,true,false
001479,female,57,male,0.998896,80,84,1,false,false
001480,female,60,male,0.99988,80,84,1,false,true
001481,male,55,male,0.999978,85,89,0.347894,true,false
001482,female,60,male,0.999805,86,90,0.343503,false,true
001484,male,57,male,1,84,88,0.349639,true,false
001485,female,52,female,0.996798,80,84,0.454446,true,false
001486,female,60,male,0.999836,87,91,0.418287,false,true
001487,female,60,male,0.999968,89,93,0.5219,false,true
001488,female,57,male,0.995574,78,82,0.423972,false,false
001489,male,55,male,0.999996,67,71,0.782485,true,false
001490,female,59,female,0.92586,88,92,0.7615,true,false
001491,male,25,male,0.999949,17,21,0.163515,true,true
001492-1,female,22,female,0.999048,28,32,0.353561,true,true
001492,female,58,male,0.999917,79,83,0.891394,false,false
001493-1,male,23,male,0.999963,21,25,0.531741,true,true
001494-1,female,23,female,0.999858,18,22,0.745774,true,true
001494,male,60,male,0.999998,72,76,0.37588,true,true
001495-1,male,21,male,0.999983,12,16,0.445138,true,true
001496-1,male,21,male,0.999889,17,21,0.173531,true,true
001496,male,55,male,1,74,78,0.319464,true,false
001497,male,60,male,0.999967,86,90,0.507479,true,true
001498-1,male,23,female,0.758133,8,12,0.58079,false,true
001498,female,59,male,0.999616,81,85,0.439572,false,false
001499,female,23,child,0.550788,6,10,0.565375,false,true
001501,male,18,male,0.998577,23,27,0.44939,true,true
001502,female,18,female,0.999527,18,22,0.879696,true,true
001503,male,27,male,1,28,32,0.720525,true,true
001504,female,56,female,0.996904,78,82,0.842363,true,false
001505,female,24,female,0.991394,16,20,0.0879207,true,true
001506,female,53,male,0.658883,59,63,0.353207,false,true
001508,male,18,male,1,24,28,0.847354,true,true
001509,female,60,male,0.998982,95,99,0.718864,false,true
001510,female,18,female,0.999649,14,18,0.194183,true,true
001511,female,20,female,0.999017,20,24,0.348583,true,true
001512,female,18,female,0.999663,16,20,0.359422,true,true
001513,male,22,male,0.999999,18,22,0.357269,true,true
001514,female,22,male,0.748656,18,22,1,false,true
001515,female,56,male,0.999877,66,70,0.446331,false,false
001516,female,57,male,0.999968,85,89,0.223812,false,false
001517-1,female,23,female,0.999058,21,25,0.297882,true,true
001517,female,60,female,0.995323,92,96,0.639234,true,true
001518,male,60,male,0.999998,83,87,0.270456,true,true
001519,female,54,male,0.997499,75,79,0.193846,false,false
001520,female,47,male,0.999995,55,59,0.289075,false,true
001522,female,26,female,0.991088,23,27,0.234086,true,true
001523,male,28,male,1,31,35,0.661469,true,false
001524,female,25,female,0.999781,20,24,0.839911,true,true
001525,female,60,female,0.75764,87,91,0.497645,true,true
001526,female,24,male,0.99584,18,22,0.492667,false,true
001527,female,60,male,0.99605,89,93,0.528245,false,true
001528,female,34,female,0.999422,31,35,0.428193,true,true
001529,female,25,female,0.999718,35,39,0.12531,true,false
001530,female,22,female,0.999713,20,24,0.510491,true,true
001531,female,26,female,0.999505,31,35,0.538421,true,false
001533,male,59,male,1,61,65,0.60619,true,false
001534,male,20,male,0.999997,28,32,0.968528,true,true
001535,female,18,female,0.999685,18,22,0.641876,true,true
001536,male,56,male,0.999999,70,74,0.691133,true,false
001537,male,60,male,1,82,86,0.349507,true,true
001538,male,55,male,1,56,60,0.90967,true,true
001539,female,28,female,0.999498,32,36,1,true,false
001540,male,60,male,1,81,85,0.434735,true,true
001541,female,23,female,0.999388,24,28,0.698337,true,true
001542,female,25,female,0.99957,24,28,0.505497,true,true
001543,female,60,male,0.999977,86,90,0.417053,false,true
001544,female,25,female,0.999772,23,27,1,true,true
001545,female,24,male,0.855071,25,29,0.314958,false,true
001546,male,26,male,0.999999,29,33,1,true,true
001547,female,25,female,0.997598,17,21,0.955302,true,true
001548,female,24,female,0.999832,24,28,0.70766,true,true
001549,female,60,male,0.835711,88,92,0.693108,false,true
001550,male,28,male,0.999999,27,31,1,true,true
001554,female,27,female,0.999845,35,39,0.786238,true,false
001555,female,59,female,0.73853,74,78,0.218052,true,false
001556,female,60,male,0.981108,84,88,0.395425,false,true
001557,female,23,female,0.99966,21,25,0.412182,true,true
001558,female,57,female,0.999857,53,57,0.856011,true,true
001560,female,58,male,0.994701,69,73,0.891018,false,false
001561,male,20,male,0.999999,23,27,0.0935151,true,true
001562,female,18,female,0.998744,9,13,0.549927,true,true
001563,female,55,male,0.998565,58,62,0.170842,false,true
001564,male,22,male,1,26,30,0.446801,true,true
001565,male,60,male,0.999981,86,90,0.413716,true,true
001566,female,26,female,0.998323,15,19,0.0508573,true,true
001567,male,56,male,0.999979,77,81,0.398585,true,false
001568,male,60,male,0.999998,71,75,0.357448,true,true
001570,male,60,male,0.999999,64,68,0.186694,true,true
001572,female,26,female,0.998199,27,31,1,true,true
001573,female,34,female,0.999548,42,46,0.28423,true,true
001574,female,34,female,0.999805,30,34,0.526339,true,true
001575,female,30,female,0.999576,31,35,0.16944,true,true
001576,female,24,female,0.998304,23,27,0.355446,true,true
001577,female,25,female,0.959458,27,31,1,true,true
001578,male,56,male,0.999994,61,65,0.492843,true,false
001581,female,60,male,0.935922,66,70,1,false,true
001582,female,59,male,0.999963,75,79,0.380976,false,false
001583-1,female,19,male,0.924822,30,34,0.492238,false,false
001583,female,27,female,0.999832,17,21,0.61883,true,true
001585,female,57,male,0.999039,68,72,0.377978,false,false
001586,female,18,female,0.999484,16,20,1,true,true
001587,female,20,female,0.99991,21,25,0.778471,true,true
001588,female,18,female,0.99763,15,19,0.768278,true,true
001589,male,24,male,0.999968,30,34,0.457509,true,false
001590,female,18,female,0.998648,13,17,0.654075,true,true
001591,female,56,female,0.590979,43,47,0.0185063,true,true
001592,male,59,male,0.999999,70,74,0.213765,true,false
001593,female,60,male,0.960073,85,89,0.418426,false,true
001594,male,58,male,1,74,78,0.113569,true,false
001595,male,57,male,1,73,77,0.191904,true,false
001596,male,26,male,0.999923,19,23,0.580825,true,true
001597,male,60,male,0.999952,89,93,0.148153,true,true
001598,female,60,male,0.998661,88,92,0.523639,false,true
001599,male,24,male,0.99999,28,32,1,true,true
001600,male,23,male,0.999922,29,33,1,true,true
001601,female,50,male,0.999353,56,60,0.228463,false,true
001603,male,23,male,0.999997,23,27,0.466648,true,true
001604,male,24,male,1,31,35,0.412153,true,false
001606,female,24,female,0.998922,11,15,0.732547,true,true
001607,female,18,female,0.999899,18,22,0.363446,true,true
001608,female,19,female,0.999909,28,32,0.687374,true,true
001610,female,20,female,0.99991,22,26,1,true,true
001611,male,23,male,1,27,31,1,true,true
001612,female,23,female,0.949813,24,28,0.440357,true,true
001614,female,44,female,0.972632,53,57,0.533192,true,true
001615,female,18,female,0.999776,27,31,1,true,true
001616,female,40,female,0.999445,52,56,0.111793,true,true
001617,female,37,female,0.994284,53,57,0.607187,true,true
001619,female,19,female,0.965467,9,13,0.663447,true,true
001620,male,45,male,0.999997,73,77,0.261193,true,false
001621,female,34,female,0.999175,40,44,1,true,true
001622,female,40,female,0.998169,68,72,1,true,false
001623,female,19,female,0.999872,24,28,0.488662,true,true
001624,female,23,female,0.997036,8,12,1,true,true
001625,male,60,male,0.999942,81,85,0.249666,true,true
001626,female,58,female,0.501881,82,86,0.542136,true,false
001628,female,55,female,0.974526,67,71,0.868014,true,false
001629,female,42,female,0.999965,68,72,1,true,false
001630-1,female,34,male,0.940829,34,38,0.395755,false,true
001631,female,58,male,0.973682,77,81,0.278286,false,false
001632,female,58,female,0.95226,73,77,0.274585,true,false
001633,female,58,female,0.643973,83,87,0.334528,true,false
001635,male,45,male,1,54,58,0.442777,true,true
001636,male,28,male,0.999932,17,21,0.390238,true,true
001637,female,34,female,0.983633,35,39,0.0977054,true,true
001638,male,35,male,1,37,41,0.511378,true,true
001639,male,18,male,0.999999,29,33,0.338274,true,true
001640,male,18,male,0.999989,22,26,0.449583,true,true
001641,male,18,male,1,24,28,0.662199,true,true
001643,female,21,female,0.652813,18,22,0.990886,true,true
001644,male,22,male,0.99998,27,31,0.697617,true,true
001645-1,female,26,female,0.99792,42,46,1,true,false
001646,female,22,male,0.991674,19,23,0.200346,false,true
001647-1,female,56,male,0.987813,80,84,0.365827,false,false
001647,male,46,male,1,66,70,0.664461,true,false
001648,male,50,male,0.999294,70,74,0.331908,true,false
001649,female,44,female,0.995032,57,61,0.221436,true,true
001650,female,49,female,0.99981,61,65,0.133364,true,false
001652,female,35,female,0.997705,44,48,0.322532,true,true
001653,female,36,male,0.811428,26,30,0.968403,false,true
001655,female,58,male,0.997582,69,73,0.28117,false,false
001656,female,60,male,0.999897,79,83,0.289165,false,true
001657,female,18,male,0.65951,22,26,0.381376,false,true
001658,female,19,female,0.97863,20,24,1,true,true
001659,male,23,male,0.999994,25,29,0.507041,true,true
001660,female,18,female,0.998659,15,19,1,true,true
001661,female,45,female,0.989664,62,66,0.846318,true,false
001662,female,30,male,0.747769,45,49,0.288707,false,true
001663,male,23,male,0.999987,22,26,0.673277,true,true
001664,female,51,male,0.998144,61,65,0.258318,false,false
001665,male,22,male,0.999615,17,21,0.66539,true,true
001666,female,45,male,0.911835,33,37,0.447529,false,true
001667,female,45,male,0.99648,71,75,0.929303,false,false
001668,female,48,female,0.999249,62,66,0.16739,true,false
001669,male,52,male,0.999769,88,92,0.907493,true,false
001700,male,33,male,0.999993,37,41,0.510826,true,true
001702,female,24,female,0.999644,9,13,0.56187,true,true
001703,male,49,male,0.999999,75,79,0.377176,true,false
001704,male,51,male,1,67,71,0.310246,true,false
001705,male,37,male,1,49,53,0.854684,true,true
001707,female,56,female,0.800485,64,68,0.431325,true,false
001708,female,55,female,0.712908,84,88,0.374894,true,false
001709,female,46,female,0.980931,71,75,0.11598,true,false
001710,male,58,male,1,62,66,0.384832,true,false
001712,female,56,female,0.652393,83,87,0.625114,true,false
001713,female,53,female,0.999632,72,76,0.455652,true,false
001714,female,35,female,0.999019,20,24,0.184473,true,false
001715,male,43,male,1,54,58,0.380881,true,true
001716,male,27,male,0.993944,23,27,0.957509,true,true
001717,male,56,male,0.999996,70,74,0.217296,true,false
001718,male,55,male,1,63,67,0.443368,true,false
001719,female,50,female,0.998914,74,78,0.216978,true,false
001720,female,18,male,0.999613,14,18,1,false,true
001721,female,35,female,0.984172,49,53,0.680066,true,true
001722,male,30,male,0.999999,40,44,0.351701,true,true
001723,female,35,male,0.997308,78,82,0.722915,false,false
001724,female,22,female,0.976695,15,19,0.473812,true,true
001725,female,25,female,0.70549,36,40,0.148369,true,false
001726,male,26,male,0.998338,19,23,0.425482,true,true
001727,male,28,male,0.999968,14,18,1,true,true
001728,female,38,male,0.96732,52,56,0.0825509,false,true
001729,male,51,male,1,63,67,0.235778,true,false
001730,female,22,female,0.998619,10,14,1,true,true
001734,male,23,male,0.999991,23,27,0.354669,true,true
001735,male,53,male,0.99989,74,78,0.256613,true,false
001736,female,36,female,0.999552,39,43,1,true,true
001737,male,18,male,0.91427,9,13,0.48769,true,true
001738,female,26,female,0.999863,26,30,0.613957,true,true
001739,male,29,male,0.999999,47,51,0.68616,true,false
001740,female,50,male,0.846643,78,82,0.226762,false,false
001741,female,44,female,0.999605,57,61,0.514158,true,true
001742,female,43,female,0.999885,67,71,1,true,false
001743,female,48,female,0.999704,56,60,0.887331,true,true
001744,female,46,female,0.999897,63,67,0.375585,true,false
001745,female,47,female,0.999738,66,70,1,true,false
001747,male,49,male,1,62,66,0.202824,true,false
001748,female,47,female,0.999794,68,72,1,true,false
001749,female,39,male,0.999119,54,58,0.410889,false,true
001750,female,50,female,0.998267,63,67,0.913816,true,false
001751,male,51,male,1,61,65,0.328611,true,false
001752,male,53,male,0.99999,68,72,0.922044,true,false
001754,female,43,female,0.999431,55,59,0.469995,true,true
001755,male,38,male,0.999967,52,56,0.836571,true,true
001756,male,59,male,0.999993,72,76,0.167929,true,false
001757,female,45,female,0.998729,54,58,0.243191,true,true
001758,male,55,male,0.999999,66,70,0.530859,true,false
001759,female,46,male,0.99917,58,62,0.88806,false,true
001760,female,50,female,0.999641,62,66,0.645211,true,false
001761,male,44,male,0.999995,53,57,0.25734,true,true
001762,male,40,male,1,45,49,0.273065,true,true
001763,female,42,female,0.989936,51,55,0.563297,true,true
001765,male,58,male,0.999983,64,68,1,true,false
001766,female,53,female,0.999854,64,68,0.242553,true,false
001767,female,50,female,0.997721,52,56,0.596263,true,true
001769,male,51,male,0.999997,72,76,0.67593,true,false
001770,female,47,female,0.999931,49,53,0.449885,true,true
001771,female,54,female,0.993371,56,60,0.427843,true,true
001772,male,57,male,1,69,73,1,true,false
001773,female,56,female,0.999623,69,73,0.424653,true,false
001774-1,female,52,female,0.548309,62,66,0.48369,true,false
001774-2,male,52,male,0.999994,55,59,0.736669,true,true
001774,female,58,female,0.999823,63,67,0.472586,true,false
001775-1,female,50,male,0.999853,43,47,0.93432,false,true
001775,male,58,male,0.999954,61,65,0.227104,true,false
001776,male,54,male,0.999988,64,68,0.410316,true,false
001777,female,58,female,0.998262,67,71,0.649216,true,false
001779,female,53,female,0.999806,67,71,1,true,false
001780,female,54,female,0.999866,61,65,0.549706,true,false
001781,female,53,female,0.999752,57,61,0.519986,true,true
001783,female,42,male,0.590253,47,51,0.462913,false,true
001785,male,26,male,0.999999,26,30,1,true,true
001786,male,28,male,0.999911,23,27,0.700237,true,true
001787,female,26,child,0.924855,10,14,0.530786,false,true
001788,male,28,male,0.999999,28,32,0.323216,true,true
001790,female,50,female,0.999911,55,59,0.626527,true,true
001791,male,24,male,0.999991,22,26,0.807209,true,true
001792,male,26,male,0.999992,25,29,0.706517,true,true
001793,female,25,female,0.999696,24,28,0.706297,true,true
001794,female,53,female,0.999884,53,57,0.71204,true,true
001795,male,27,male,1,49,53,1,true,false
001796,female,23,female,0.999689,24,28,1,true,true
001798,male,23,male,0.999999,30,34,0.313667,true,false
001799,female,25,female,0.999534,14,18,0.337079,true,true
001800,female,54,female,0.993126,71,75,0.237942,true,false
001803,female,27,female,0.999549,36,40,0.301491,true,false
001804,female,23,female,0.999712,26,30,0.6023,true,true
001806,female,23,female,0.99321,19,23,0.911605,true,true
001808,male,55,male,0.999998,50,54,0.397536,true,true
001809,male,24,male,0.999209,18,22,1,true,true
001810,male,56,male,1,59,63,0.380105,true,true
001812,male,21,male,0.999881,17,21,0.924774,true,true
001813,male,55,male,0.999485,60,64,0.12911,true,false
001815,male,26,male,0.99978,27,31,0.864473,true,true
001817,male,23,male,0.99999,16,20,0.136114,true,true
001820,female,22,female,0.999343,16,20,0.261908,true,true
001821,female,36,female,0.997688,44,48,0.0981163,true,true
001822,female,18,female,0.999622,11,15,0.96716,true,true
001825,female,21,female,0.999606,16,20,0.20784,true,true
001826,female,25,female,0.999358,26,30,0.779633,true,true
001827,male,18,male,0.999318,15,19,1,true,true
001829,male,24,male,0.999971,22,26,0.569245,true,true
001830,male,24,male,0.999934,24,28,0.0551821,true,true
001836,female,24,,,,,,false,false
001839,male,26,male,0.999971,17,21,0.28063,true,true
001840-1,male,22,male,0.999969,20,24,0.503196,true,true
001840,male,23,male,0.999973,18,22,1,true,true
001841,female,40,female,0.999514,51,55,0.538415,true,true
001842,male,23,male,0.999992,19,23,0.392585,true,true
001843,male,19,male,0.999918,14,18,0.268469,true,true
001851,male,25,male,0.999678,18,22,1,true,true
001852,male,48,male,0.999998,30,34,0.383443,true,true
001855,female,24,female,0.999719,20,24,0.766017,true,true
001864,female,26,female,0.997035,17,21,0.892149,true,true
001868,female,52,male,0.998993,64,68,0.598451,false,false
001879,female,54,male,0.950528,71,75,0.167456,false,false
001881,female,50,male,0.979379,60,64,0.390862,false,false
001882,female,52,male,0.999472,74,78,0.118418,false,false
001883,female,49,male,0.764961,61,65,0.14698,false,false
001892,female,52,male,0.995972,84,88,0.560271,false,false
001894,female,54,male,0.999979,59,63,0.819493,false,true
001895,female,60,male,0.711795,80,84,0.832408,false,true
001899,male,50,male,0.999959,69,73,0.295575,true,false
001900,female,60,male,0.999933,87,91,0.362941,false,true
001903,female,60,child,0.701878,90,94,0.783095,false,true
001904,male,59,male,0.997854,73,77,0.483386,true,false
001905,female,52,male,0.499888,79,83,0.528962,false,false
001906,female,50,male,0.997417,76,80,0.281465,false,false
001908,female,53,male,0.998824,80,84,0.558952,false,false
001910,female,60,male,0.999835,89,93,0.602201,false,true
001917,male,53,male,0.999665,87,91,0.356916,true,false
