Label,,,Naver,,,,,,
ID,gender,age,gender,acc,age_min,age_max,acc,gender_diff,age_diff
001044,female,25,female,0.998371,26,30,0.547822,TRUE,FALSE
001045,male,19,male,0.999995,18,22,0.369818,TRUE,TRUE
001046,female,25,female,0.999799,38,42,0.219016,TRUE,FALSE
001047-1,male,20,male,0.999999,21,25,0.542703,TRUE,FALSE
001047,male,60,male,0.999713,86,90,0.274522,TRUE,FALSE
001048,female,59,male,0.999862,85,89,0.445479,FALSE,FALSE
001049,female,55,male,0.999999,65,69,0.833781,FALSE,FALSE
001050,male,19,male,0.999995,19,23,1,TRUE,TRUE
001051,female,25,male,0.400482,16,20,1,FALSE,FALSE
001053,male,26,male,0.98756,32,36,1,TRUE,FALSE
001054,female,24,female,0.998518,18,22,0.585305,TRUE,FALSE
001055,female,25,male,0.999932,20,24,0.325736,FALSE,FALSE
001056,female,25,female,0.995098,16,20,0.473487,TRUE,FALSE
001057,female,25,female,0.999813,28,32,0.568847,TRUE,FALSE
001058,female,28,female,0.999553,33,37,0.739431,TRUE,FALSE
001059,female,25,child,0.929365,12,16,0.508072,FALSE,FALSE
001060,female,25,female,0.998788,14,18,1,TRUE,FALSE
001061,male,25,male,0.999996,34,38,0.549499,TRUE,FALSE
001062,female,25,female,0.997536,12,16,0.651276,TRUE,FALSE
001063,female,60,male,0.959377,73,77,0.309563,FALSE,FALSE
001064,female,44,female,0.999687,16,20,0.0743335,TRUE,FALSE
001065,male,26,male,1,17,21,0.393812,TRUE,FALSE
001066,female,25,female,0.983384,14,18,0.863703,TRUE,FALSE
001067,male,24,male,1,20,24,0.72663,TRUE,TRUE
001068,female,25,male,0.964526,28,32,0.403369,FALSE,FALSE
001069,female,19,female,0.999978,28,32,0.682493,TRUE,FALSE
001070,female,58,male,0.999988,63,67,0.52487,FALSE,FALSE
001071,male,45,male,1,37,41,0.33643,TRUE,FALSE
001072,female,25,female,0.999866,20,24,0.762496,TRUE,FALSE
001073,female,25,female,0.994402,15,19,0.208834,TRUE,FALSE
001074,female,19,female,0.825123,21,25,0.716692,TRUE,FALSE
001076,male,48,male,0.999993,50,54,0.237086,TRUE,FALSE
001077,male,19,male,0.9997,23,27,0.511507,TRUE,FALSE
001079,female,23,female,0.974866,15,19,0.98994,TRUE,FALSE
001080,female,23,female,0.998883,19,23,1,TRUE,TRUE
001082,female,51,female,0.999805,49,53,0.71078,TRUE,TRUE
001083,female,34,female,0.997565,45,49,0.285154,TRUE,FALSE
001084,female,26,female,0.992057,14,18,0.0868045,TRUE,FALSE
001085,male,26,male,1,24,28,0.273839,TRUE,TRUE
001087,female,25,female,0.99855,22,26,0.208251,TRUE,TRUE
001088,male,24,male,0.999969,22,26,0.297389,TRUE,TRUE
001089,female,25,female,0.927784,11,15,0.613447,TRUE,FALSE
001090,male,34,male,0.999999,27,31,0.348496,TRUE,FALSE
001091,female,19,female,0.999622,16,20,0.847805,TRUE,TRUE
001092,female,18,female,0.997682,9,13,0.563877,TRUE,FALSE
001094,male,23,male,0.999553,17,21,0.294599,TRUE,FALSE
001095,male,25,male,0.999151,36,40,0.209105,TRUE,FALSE
001096,male,22,male,0.999988,16,20,0.521487,TRUE,FALSE
001097,female,39,female,0.999037,45,49,0.485198,TRUE,FALSE
001098,male,23,male,0.884229,19,23,0.24025,TRUE,TRUE
001099,male,25,male,0.999992,24,28,0.320129,TRUE,TRUE
001100,female,43,female,0.904511,35,39,0.197254,TRUE,FALSE
001101,male,60,male,0.999831,79,83,0.517485,TRUE,FALSE
001102,female,60,male,0.999906,79,83,0.466785,FALSE,FALSE
001104,female,58,female,0.996052,80,84,0.640242,TRUE,FALSE
001105,male,25,male,0.999998,29,33,0.832772,TRUE,FALSE
001106,female,60,female,0.551099,78,82,0.663493,TRUE,FALSE
001107,male,25,male,0.999999,20,24,0.523897,TRUE,FALSE
001108,female,23,male,0.977644,15,19,0.129518,FALSE,FALSE
001110,male,25,male,0.999998,25,29,0.507859,TRUE,TRUE
001112,male,28,male,0.999982,24,28,0.384931,TRUE,TRUE
001113,male,18,male,0.999268,10,14,0.316221,TRUE,FALSE
001114,male,26,male,0.999801,30,34,0.618423,TRUE,FALSE
001115,female,23,female,0.999917,23,27,1,TRUE,TRUE
001116,female,25,female,0.999768,23,27,0.85014,TRUE,TRUE
001118,female,19,female,0.999822,14,18,1,TRUE,FALSE
001119,female,27,female,0.999701,18,22,0.689062,TRUE,FALSE
001120,female,28,female,0.999763,18,22,0.696874,TRUE,FALSE
001122,male,25,male,0.999989,20,24,0.5535,TRUE,FALSE
001123,female,25,female,0.978996,22,26,0.749241,TRUE,TRUE
001124,male,30,male,0.999354,14,18,1,TRUE,FALSE
001125,female,27,female,0.999801,21,25,0.656339,TRUE,FALSE
001127,male,18,male,0.9999,12,16,0.519508,TRUE,FALSE
001128,female,18,,,,,,FALSE,FALSE
001129,male,20,male,0.999997,17,21,0.555624,TRUE,TRUE
001130,male,23,male,0.999995,14,18,1,TRUE,FALSE
001131-1,male,22,male,0.999994,23,27,0.468478,TRUE,FALSE
001131,female,22,female,0.99975,20,24,0.718686,TRUE,TRUE
001132-1,male,25,male,0.999998,18,22,0.0533669,TRUE,FALSE
001132,female,43,female,0.945171,55,59,0.725128,TRUE,FALSE
001133,male,56,male,1,71,75,0.252353,TRUE,FALSE
001135,male,23,male,0.999946,17,21,0.370249,TRUE,FALSE
001136,male,26,,,,,,FALSE,FALSE
001137,male,24,male,0.999627,17,21,1,TRUE,FALSE
001138,female,23,female,0.99982,13,17,0.314205,TRUE,FALSE
001139,female,19,female,0.925628,14,18,0.774105,TRUE,FALSE
001140,female,22,female,0.996796,17,21,0.125949,TRUE,FALSE
001141,male,23,male,1,22,26,0.75701,TRUE,TRUE
001142,female,19,female,0.999306,18,22,0.844765,TRUE,TRUE
001143,female,35,female,0.999734,35,39,0.211581,TRUE,TRUE
001144,male,28,male,0.999919,35,39,0.877031,TRUE,FALSE
001145,male,20,,,,,,FALSE,FALSE
001146,male,45,male,1,48,52,1,TRUE,FALSE
001147,male,35,male,0.999994,27,31,0.559693,TRUE,FALSE
001148,female,58,male,0.999935,64,68,0.928544,FALSE,FALSE
001149,female,20,female,0.999532,19,23,0.325011,TRUE,TRUE
001150,male,23,male,0.999989,16,20,0.454014,TRUE,FALSE
001151,male,23,male,0.999991,21,25,1,TRUE,TRUE
001152,male,60,male,0.999818,82,86,0.61336,TRUE,FALSE
001153,female,25,female,0.995108,22,26,0.396231,TRUE,TRUE
001154,female,23,female,0.864285,24,28,1,TRUE,FALSE
001155,male,28,male,0.999775,26,30,0.680931,TRUE,TRUE
001156,female,58,male,0.994252,75,79,0.180271,FALSE,FALSE
001157,female,24,female,0.999162,21,25,1,TRUE,TRUE
001158,female,56,male,0.985863,23,27,0.880691,FALSE,FALSE
001159,male,24,male,0.765743,25,29,0.947221,TRUE,FALSE
001161,male,40,male,0.999992,43,47,0.194643,TRUE,FALSE
001162,male,23,male,0.999407,17,21,1,TRUE,FALSE
001163,male,23,male,0.999938,22,26,0.80781,TRUE,TRUE
001164,female,20,female,0.993356,14,18,0.810504,TRUE,FALSE
001165,female,44,female,0.996748,50,54,0.345885,TRUE,FALSE
001167,male,23,male,1,20,24,0.476373,TRUE,TRUE
001168,male,28,male,1,26,30,0.464212,TRUE,TRUE
001169,female,55,female,0.979865,56,60,0.455116,TRUE,FALSE
001170,female,55,female,0.997103,63,67,0.202918,TRUE,FALSE
001171,male,20,male,0.999994,23,27,0.604247,TRUE,FALSE
001172,female,60,female,0.987702,72,76,0.39468,TRUE,FALSE
001173,male,30,male,0.999767,26,30,0.675973,TRUE,TRUE
001174,male,25,male,0.999981,23,27,0.669248,TRUE,TRUE
001175,male,60,male,1,59,63,0.452652,TRUE,TRUE
001176,male,18,child,0.824567,12,16,0.598196,FALSE,FALSE
001177,female,20,female,0.998208,22,26,0.568074,TRUE,FALSE
001178,female,24,female,0.999833,23,27,0.663577,TRUE,TRUE
001179-1,female,24,female,0.988065,18,22,0.578095,TRUE,FALSE
001179,male,54,male,0.999949,77,81,0.216993,TRUE,FALSE
001180,female,48,female,0.999176,27,31,0.28092,TRUE,FALSE
001181,male,22,male,0.999992,19,23,0.147391,TRUE,TRUE
001182-1,male,19,male,0.99998,20,24,0.254864,TRUE,FALSE
001182,female,18,female,0.990447,10,14,0.778412,TRUE,FALSE
001183-1,male,25,male,0.999767,16,20,0.520648,TRUE,FALSE
001183,female,52,male,0.999425,84,88,0.609051,FALSE,FALSE
001184,female,50,female,0.876229,62,66,0.690398,TRUE,FALSE
001186-1,male,24,male,0.999999,15,19,1,TRUE,FALSE
001186,female,50,male,0.9482,64,68,0.434867,FALSE,FALSE
001187-1,male,25,male,0.999988,24,28,0.549029,TRUE,TRUE
001187,female,50,male,0.990721,77,81,0.514831,FALSE,FALSE
001188,male,60,male,0.999997,68,72,0.475516,TRUE,FALSE
001190,male,24,male,1,30,34,0.539173,TRUE,FALSE
001191,male,25,male,0.992686,16,20,1,TRUE,FALSE
001192,male,23,male,0.999947,28,32,0.78467,TRUE,FALSE
001193,male,21,male,0.999998,18,22,0.418845,TRUE,TRUE
001194,male,25,male,0.999886,14,18,0.836955,TRUE,FALSE
001195,female,22,female,0.999554,19,23,0.597052,TRUE,TRUE
001197,male,25,male,0.999939,23,27,1,TRUE,TRUE
001198,male,26,male,0.999892,19,23,0.155839,TRUE,FALSE
001200,male,24,male,0.869745,22,26,0.413316,TRUE,TRUE
001201,male,26,male,0.999991,29,33,0.414131,TRUE,FALSE
001210,male,25,male,0.999924,28,32,1,TRUE,FALSE
001214,male,25,male,0.999719,25,29,0.897506,TRUE,TRUE
001215,male,19,male,0.999997,27,31,0.797564,TRUE,FALSE
001217,female,25,female,0.932146,22,26,0.753359,TRUE,TRUE
001218,female,18,female,0.994752,17,21,0.37953,TRUE,TRUE
001221,male,19,male,0.99754,26,30,0.940629,TRUE,FALSE
001223,female,21,female,0.999892,21,25,0.887311,TRUE,TRUE
001224,female,24,female,0.999354,31,35,0.269691,TRUE,FALSE
001225,male,23,male,0.999688,26,30,0.474549,TRUE,FALSE
001226,male,23,male,0.999947,25,29,1,TRUE,FALSE
001227,male,24,male,0.968886,31,35,0.378185,TRUE,FALSE
001228,male,22,male,0.999938,21,25,0.0406939,TRUE,TRUE
001230,male,24,male,0.999994,21,25,0.449708,TRUE,TRUE
001231,male,26,male,0.999974,26,30,1,TRUE,TRUE
001233,male,25,male,0.999688,18,22,1,TRUE,FALSE
001235,male,20,male,0.999509,25,29,1,TRUE,FALSE
001238,female,24,male,0.777605,19,23,0.227671,FALSE,FALSE
001239,male,25,male,0.999999,30,34,0.539436,TRUE,FALSE
001240,female,24,female,0.999804,28,32,0.987205,TRUE,FALSE
001244,male,23,male,0.992402,13,17,0.83983,TRUE,FALSE
001245,female,23,female,0.99928,17,21,1,TRUE,FALSE
001246,male,22,male,0.999963,17,21,1,TRUE,FALSE
001248,female,26,female,0.999511,22,26,0.108916,TRUE,TRUE
001249,female,24,female,0.995857,18,22,0.820977,TRUE,FALSE
001250,male,23,male,0.999989,16,20,0.891966,TRUE,FALSE
001251,male,19,female,0.953169,11,15,0.657923,FALSE,FALSE
001252,male,22,child,0.64465,13,17,0.657771,FALSE,FALSE
001253,male,24,male,0.901254,21,25,0.653267,TRUE,TRUE
001254,female,24,female,0.989532,19,23,0.299097,TRUE,FALSE
001256,female,24,female,0.99443,16,20,0.787794,TRUE,FALSE
001257,male,25,male,0.999813,25,29,0.975573,TRUE,TRUE
001258,female,21,female,0.999704,18,22,1,TRUE,TRUE
001259,male,24,male,0.999997,32,36,1,TRUE,FALSE
001263,male,33,male,0.999978,24,28,0.33317,TRUE,FALSE
001266,female,24,male,0.994902,12,16,0.431492,FALSE,FALSE
001267,female,24,female,0.985995,20,24,1,TRUE,TRUE
001269,female,23,female,0.989676,16,20,1,TRUE,FALSE
001270,male,21,male,0.999969,21,25,1,TRUE,TRUE
001274,female,23,female,0.999452,24,28,0.466606,TRUE,FALSE
001275,female,24,child,0.522358,22,26,0.91454,FALSE,TRUE
001276,female,25,female,0.999437,19,23,0.623018,TRUE,FALSE
001277,male,24,male,0.999992,21,25,0.467488,TRUE,TRUE
001280,female,27,female,0.988206,20,24,0.0388506,TRUE,FALSE
001281,female,23,female,0.994159,18,22,0.855267,TRUE,FALSE
001282,female,18,female,0.998894,15,19,0.921689,TRUE,TRUE
001284,male,25,male,0.999998,33,37,0.603847,TRUE,FALSE
001286,female,23,female,0.99977,13,17,0.597202,TRUE,FALSE
001287,male,26,male,1,20,24,0.849041,TRUE,FALSE
001288,female,23,female,0.999458,15,19,0.730436,TRUE,FALSE
001289,female,23,female,0.99971,19,23,1,TRUE,TRUE
001292,female,24,male,0.974219,14,18,0.86551,FALSE,FALSE
001293,female,24,female,0.999288,13,17,0.72582,TRUE,FALSE
001294,male,22,male,0.999938,18,22,1,TRUE,TRUE
001295,female,21,female,0.937208,11,15,0.744109,TRUE,FALSE
001297,female,21,female,0.738749,16,20,0.928878,TRUE,FALSE
001298,female,26,female,0.999225,21,25,0.384355,TRUE,FALSE
001299,female,25,female,0.989161,12,16,0.522262,TRUE,FALSE
001301,female,21,male,0.99542,13,17,0.475055,FALSE,FALSE
001302,female,20,female,0.999356,28,32,0.846695,TRUE,FALSE
001303,female,21,female,0.99907,20,24,0.73973,TRUE,TRUE
001304,male,26,male,0.999876,14,18,1,TRUE,FALSE
001306,male,20,male,0.998553,10,14,1,TRUE,FALSE
001308,male,26,male,0.999981,16,20,0.603662,TRUE,FALSE
001309,male,23,male,0.999997,21,25,0.909315,TRUE,TRUE
001310,female,25,female,0.85629,13,17,0.3753,TRUE,FALSE
001311,female,34,female,0.999867,51,55,0.302455,TRUE,FALSE
001312,male,25,male,1,20,24,0.297808,TRUE,FALSE
001313,female,45,female,0.999728,51,55,0.636661,TRUE,FALSE
001315,female,24,female,0.999673,14,18,1,TRUE,FALSE
001317,female,25,female,0.999351,18,22,0.111419,TRUE,FALSE
001320,male,26,male,1,19,23,0.42164,TRUE,FALSE
001321,female,27,female,0.998984,25,29,0.531437,TRUE,TRUE
001323,male,24,male,0.999759,27,31,0.465623,TRUE,FALSE
001325,female,23,female,0.999966,28,32,1,TRUE,FALSE
001326,male,25,male,0.999959,20,24,0.292592,TRUE,FALSE
001328,male,55,male,0.99998,66,70,0.406745,TRUE,FALSE
001330,female,28,female,0.997629,23,27,0.520021,TRUE,FALSE
001331,female,23,female,0.999745,15,19,0.847565,TRUE,FALSE
001332,male,25,male,0.999988,23,27,0.596935,TRUE,TRUE
001334,female,24,female,0.999624,16,20,1,TRUE,FALSE
001335,male,30,male,1,26,30,0.447254,TRUE,TRUE
001336,male,26,male,0.999936,28,32,0.409039,TRUE,FALSE
001337,female,25,female,0.999296,14,18,1,TRUE,FALSE
001338,female,54,female,0.99795,78,82,0.218329,TRUE,FALSE
001339,female,26,female,0.999562,19,23,0.674585,TRUE,FALSE
001340,male,23,male,0.999984,18,22,1,TRUE,FALSE
001341,male,58,male,0.999998,67,71,0.186008,TRUE,FALSE
001347,female,22,female,0.999681,16,20,0.889855,TRUE,FALSE
001348,female,22,female,0.997856,20,24,1,TRUE,TRUE
001351,male,24,male,0.999922,23,27,0.337736,TRUE,TRUE
001352,female,18,female,0.995089,14,18,0.866054,TRUE,TRUE
001354,male,27,male,0.999554,24,28,0.647897,TRUE,TRUE
001355,female,22,female,0.660548,23,27,0.438776,TRUE,FALSE
001356,male,23,male,0.999993,23,27,0.497045,TRUE,TRUE
001357,female,25,female,0.999367,16,20,1,TRUE,FALSE
001358,female,29,female,0.872699,29,33,0.344325,TRUE,TRUE
001359-1,female,24,female,0.999655,23,27,0.691537,TRUE,TRUE
001359,male,26,male,0.999997,26,30,0.587487,TRUE,TRUE
001360,male,26,male,0.988917,15,19,0.82148,TRUE,FALSE
001362,female,28,female,0.935118,11,15,0.539496,TRUE,FALSE
001363,female,60,male,0.990357,90,94,0.444448,FALSE,FALSE
001364,male,28,male,0.999913,19,23,0.943247,TRUE,FALSE
001366,male,24,male,0.999991,18,22,0.817978,TRUE,FALSE
001367,male,21,male,0.999982,16,20,0.856918,TRUE,FALSE
001368,female,22,female,0.960042,10,14,0.507186,TRUE,FALSE
001373,male,23,male,0.997806,22,26,0.45142,TRUE,TRUE
001376,female,58,male,0.997541,74,78,0.0958365,FALSE,FALSE
001378,female,55,male,0.711526,68,72,0.420807,FALSE,FALSE
001381,male,23,male,0.999748,32,36,0.304362,TRUE,FALSE
001382,female,60,female,0.756445,76,80,0.21402,TRUE,FALSE
001384,female,22,female,0.999096,11,15,0.675214,TRUE,FALSE
001386,female,20,female,0.893351,15,19,1,TRUE,FALSE
001387,female,21,female,0.998575,14,18,1,TRUE,FALSE
001388,male,21,male,0.99101,15,19,0.682428,TRUE,FALSE
001389,male,21,,,,,,FALSE,FALSE
001390,male,56,male,1,73,77,0.99141,TRUE,FALSE
001393,male,24,male,0.997509,23,27,0.505264,TRUE,TRUE
001394,male,25,male,0.999995,30,34,0.639002,TRUE,FALSE
001395,male,59,male,0.999525,58,62,1,TRUE,TRUE
001396,male,45,male,0.999996,60,64,0.95856,TRUE,FALSE
001401,male,48,male,1,56,60,0.379527,TRUE,FALSE
001403,male,18,,,,,,FALSE,FALSE
001405,male,55,male,0.999999,68,72,0.33437,TRUE,FALSE
001406,male,57,male,1,53,57,0.501125,TRUE,TRUE
001407,male,43,male,1,51,55,0.69116,TRUE,FALSE
001409,male,41,male,1,55,59,0.265661,TRUE,FALSE
001411,male,26,male,0.999993,20,24,1,TRUE,FALSE
001412,male,50,male,1,69,73,0.502892,TRUE,FALSE
001413,male,57,male,0.999995,57,61,0.508084,TRUE,TRUE
001417,male,58,male,0.999989,67,71,0.176293,TRUE,FALSE
001418,male,59,male,0.999993,69,73,0.529169,TRUE,FALSE
001419,male,59,male,0.999992,87,91,0.326901,TRUE,FALSE
001420,male,49,male,0.999978,60,64,1,TRUE,FALSE
001422,male,58,male,0.999997,66,70,0.409274,TRUE,FALSE
001423,male,53,male,1,64,68,0.575581,TRUE,FALSE
001424,male,55,male,0.999357,79,83,0.724663,TRUE,FALSE
001430,male,52,male,0.999999,45,49,0.554161,TRUE,FALSE
001432,male,53,male,1,54,58,0.361149,TRUE,FALSE
001433,male,52,male,1,55,59,0.467414,TRUE,FALSE
001436,male,57,male,0.999996,64,68,0.709769,TRUE,FALSE
001439,male,58,male,0.999995,71,75,0.287162,TRUE,FALSE
001441,female,54,male,0.999886,76,80,0.351638,FALSE,FALSE
001442,female,43,male,0.87435,56,60,0.227571,FALSE,FALSE
001443,female,45,female,0.997495,52,56,0.637582,TRUE,FALSE
001444,male,60,male,0.999989,74,78,0.162973,TRUE,FALSE
001445,male,57,male,0.999996,66,70,0.223347,TRUE,FALSE
001449,female,51,female,0.998717,74,78,0.167579,TRUE,FALSE
001450,female,50,male,0.64429,63,67,0.135496,FALSE,FALSE
001451,female,52,male,0.999924,59,63,0.38531,FALSE,FALSE
001452,male,56,male,0.999931,57,61,0.371777,TRUE,FALSE
001453,male,56,male,0.999997,67,71,0.897763,TRUE,FALSE
001454,female,49,female,0.991327,62,66,0.367797,TRUE,FALSE
001455,female,60,male,0.999983,88,92,0.792702,FALSE,FALSE
001456,male,57,male,0.999998,78,82,0.35481,TRUE,FALSE
001457,male,59,male,1,63,67,0.587774,TRUE,FALSE
001458,female,58,female,0.994468,75,79,0.198517,TRUE,FALSE
001459,female,60,male,0.999978,87,91,0.401595,FALSE,FALSE
001460,female,58,male,0.997386,87,91,0.416815,FALSE,FALSE
001461,female,50,male,0.996339,74,78,0.248996,FALSE,FALSE
001462,male,56,male,0.999997,74,78,0.230785,TRUE,FALSE
001464-1,female,56,male,0.999738,82,86,0.322304,FALSE,FALSE
001464,male,60,male,0.999967,79,83,0.541032,TRUE,FALSE
001467,female,53,female,0.990146,65,69,0.505394,TRUE,FALSE
001468,female,60,male,0.949276,89,93,0.54537,FALSE,FALSE
001470,male,59,male,0.999997,68,72,0.341785,TRUE,FALSE
001471,female,60,male,0.999361,90,94,0.839554,FALSE,FALSE
001472,female,60,male,0.999602,89,93,0.860597,FALSE,FALSE
001473,female,51,male,0.999996,63,67,0.26092,FALSE,FALSE
001475,female,60,female,0.582809,89,93,0.795225,TRUE,FALSE
001476,male,58,male,0.99933,84,88,0.41287,TRUE,FALSE
001477,male,57,male,0.999985,88,92,0.654712,TRUE,FALSE
001479,female,57,male,0.998896,80,84,1,FALSE,FALSE
001480,female,60,male,0.99988,80,84,1,FALSE,FALSE
001481,male,55,male,0.999978,85,89,0.347894,TRUE,FALSE
001482,female,60,male,0.999805,86,90,0.343503,FALSE,FALSE
001484,male,57,male,1,84,88,0.349639,TRUE,FALSE
001485,female,52,female,0.996798,80,84,0.454446,TRUE,FALSE
001486,female,60,male,0.999836,87,91,0.418287,FALSE,FALSE
001487,female,60,male,0.999968,89,93,0.5219,FALSE,FALSE
001488,female,57,male,0.995574,78,82,0.423972,FALSE,FALSE
001489,male,55,male,0.999996,67,71,0.782485,TRUE,FALSE
001490,female,59,female,0.92586,88,92,0.7615,TRUE,FALSE
001491,male,25,male,0.999949,17,21,0.163515,TRUE,FALSE
001492-1,female,22,female,0.999048,28,32,0.353561,TRUE,FALSE
001492,female,58,male,0.999917,79,83,0.891394,FALSE,FALSE
001493-1,male,23,male,0.999963,21,25,0.531741,TRUE,TRUE
001494-1,female,23,female,0.999858,18,22,0.745774,TRUE,FALSE
001494,male,60,male,0.999998,72,76,0.37588,TRUE,FALSE
001495-1,male,21,male,0.999983,12,16,0.445138,TRUE,FALSE
001496-1,male,21,male,0.999889,17,21,0.173531,TRUE,TRUE
001496,male,55,male,1,74,78,0.319464,TRUE,FALSE
001497,male,60,male,0.999967,86,90,0.507479,TRUE,FALSE
001498-1,male,23,female,0.758133,8,12,0.58079,FALSE,FALSE
001498,female,59,male,0.999616,81,85,0.439572,FALSE,FALSE
001499,female,23,child,0.550788,6,10,0.565375,FALSE,FALSE
001501,male,18,male,0.998577,23,27,0.44939,TRUE,FALSE
001502,female,18,female,0.999527,18,22,0.879696,TRUE,TRUE
001503,male,27,male,1,28,32,0.720525,TRUE,FALSE
001504,female,56,female,0.996904,78,82,0.842363,TRUE,FALSE
001505,female,24,female,0.991394,16,20,0.0879207,TRUE,FALSE
001506,female,53,male,0.658883,59,63,0.353207,FALSE,FALSE
001508,male,18,male,1,24,28,0.847354,TRUE,FALSE
001509,female,60,male,0.998982,95,99,0.718864,FALSE,FALSE
001510,female,18,female,0.999649,14,18,0.194183,TRUE,TRUE
001511,female,20,female,0.999017,20,24,0.348583,TRUE,TRUE
001512,female,18,female,0.999663,16,20,0.359422,TRUE,TRUE
001513,male,22,male,0.999999,18,22,0.357269,TRUE,TRUE
001514,female,22,male,0.748656,18,22,1,FALSE,TRUE
001515,female,56,male,0.999877,66,70,0.446331,FALSE,FALSE
001516,female,57,male,0.999968,85,89,0.223812,FALSE,FALSE
001517-1,female,23,female,0.999058,21,25,0.297882,TRUE,TRUE
001517,female,60,female,0.995323,92,96,0.639234,TRUE,FALSE
001518,male,60,male,0.999998,83,87,0.270456,TRUE,FALSE
001519,female,54,male,0.997499,75,79,0.193846,FALSE,FALSE
001520,female,47,male,0.999995,55,59,0.289075,FALSE,FALSE
001522,female,26,female,0.991088,23,27,0.234086,TRUE,TRUE
001523,male,28,male,1,31,35,0.661469,TRUE,FALSE
001524,female,25,female,0.999781,20,24,0.839911,TRUE,FALSE
001525,female,60,female,0.75764,87,91,0.497645,TRUE,FALSE
001526,female,24,male,0.99584,18,22,0.492667,FALSE,FALSE
001527,female,60,male,0.99605,89,93,0.528245,FALSE,FALSE
001528,female,34,female,0.999422,31,35,0.428193,TRUE,TRUE
001529,female,25,female,0.999718,35,39,0.12531,TRUE,FALSE
001530,female,22,female,0.999713,20,24,0.510491,TRUE,TRUE
001531,female,26,female,0.999505,31,35,0.538421,TRUE,FALSE
001533,male,59,male,1,61,65,0.60619,TRUE,FALSE
001534,male,20,male,0.999997,28,32,0.968528,TRUE,FALSE
001535,female,18,female,0.999685,18,22,0.641876,TRUE,TRUE
001536,male,56,male,0.999999,70,74,0.691133,TRUE,FALSE
001537,male,60,male,1,82,86,0.349507,TRUE,FALSE
001538,male,55,male,1,56,60,0.90967,TRUE,FALSE
001539,female,28,female,0.999498,32,36,1,TRUE,FALSE
001540,male,60,male,1,81,85,0.434735,TRUE,FALSE
001541,female,23,female,0.999388,24,28,0.698337,TRUE,FALSE
001542,female,25,female,0.99957,24,28,0.505497,TRUE,TRUE
001543,female,60,male,0.999977,86,90,0.417053,FALSE,FALSE
001544,female,25,female,0.999772,23,27,1,TRUE,TRUE
001545,female,24,male,0.855071,25,29,0.314958,FALSE,FALSE
001546,male,26,male,0.999999,29,33,1,TRUE,FALSE
001547,female,25,female,0.997598,17,21,0.955302,TRUE,FALSE
001548,female,24,female,0.999832,24,28,0.70766,TRUE,TRUE
001549,female,60,male,0.835711,88,92,0.693108,FALSE,FALSE
001550,male,28,male,0.999999,27,31,1,TRUE,TRUE
001554,female,27,female,0.999845,35,39,0.786238,TRUE,FALSE
001555,female,59,female,0.73853,74,78,0.218052,TRUE,FALSE
001556,female,60,male,0.981108,84,88,0.395425,FALSE,FALSE
001557,female,23,female,0.99966,21,25,0.412182,TRUE,TRUE
001558,female,57,female,0.999857,53,57,0.856011,TRUE,TRUE
001560,female,58,male,0.994701,69,73,0.891018,FALSE,FALSE
001561,male,20,male,0.999999,23,27,0.0935151,TRUE,FALSE
001562,female,18,female,0.998744,9,13,0.549927,TRUE,FALSE
001563,female,55,male,0.998565,58,62,0.170842,FALSE,FALSE
001564,male,22,male,1,26,30,0.446801,TRUE,FALSE
001565,male,60,male,0.999981,86,90,0.413716,TRUE,FALSE
001566,female,26,female,0.998323,15,19,0.0508573,TRUE,FALSE
001567,male,56,male,0.999979,77,81,0.398585,TRUE,FALSE
001568,male,60,male,0.999998,71,75,0.357448,TRUE,FALSE
001570,male,60,male,0.999999,64,68,0.186694,TRUE,FALSE
001572,female,26,female,0.998199,27,31,1,TRUE,FALSE
001573,female,34,female,0.999548,42,46,0.28423,TRUE,FALSE
001574,female,34,female,0.999805,30,34,0.526339,TRUE,TRUE
001575,female,30,female,0.999576,31,35,0.16944,TRUE,FALSE
001576,female,24,female,0.998304,23,27,0.355446,TRUE,TRUE
001577,female,25,female,0.959458,27,31,1,TRUE,FALSE
001578,male,56,male,0.999994,61,65,0.492843,TRUE,FALSE
001581,female,60,male,0.935922,66,70,1,FALSE,FALSE
001582,female,59,male,0.999963,75,79,0.380976,FALSE,FALSE
001583-1,female,19,male,0.924822,30,34,0.492238,FALSE,FALSE
001583,female,27,female,0.999832,17,21,0.61883,TRUE,FALSE
001585,female,57,male,0.999039,68,72,0.377978,FALSE,FALSE
001586,female,18,female,0.999484,16,20,1,TRUE,TRUE
001587,female,20,female,0.99991,21,25,0.778471,TRUE,FALSE
001588,female,18,female,0.99763,15,19,0.768278,TRUE,TRUE
001589,male,24,male,0.999968,30,34,0.457509,TRUE,FALSE
001590,female,18,female,0.998648,13,17,0.654075,TRUE,FALSE
001591,female,56,female,0.590979,43,47,0.0185063,TRUE,FALSE
001592,male,59,male,0.999999,70,74,0.213765,TRUE,FALSE
001593,female,60,male,0.960073,85,89,0.418426,FALSE,FALSE
001594,male,58,male,1,74,78,0.113569,TRUE,FALSE
001595,male,57,male,1,73,77,0.191904,TRUE,FALSE
001596,male,26,male,0.999923,19,23,0.580825,TRUE,FALSE
001597,male,60,male,0.999952,89,93,0.148153,TRUE,FALSE
001598,female,60,male,0.998661,88,92,0.523639,FALSE,FALSE
001599,male,24,male,0.99999,28,32,1,TRUE,FALSE
